Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_401,Node_402,Node_403,Node_404,Node_405,Node_406,Node_407
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,43,43,43,43,43,0,43,43,0,43,43,43,43,43,43,43,43,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43
0,41,41,41,42,41,0,41,40,0,41,41,41,40,40,39,38,41,0,0,0,40,41,40,39,39,38,41,40,40,39,40,40,39
